# x,y,z,data
4.569785315917215485e+00,1.828881162696250229e+00,-2.493877021081552403e+00,-2.014701839007912165e-01
4.134067884988605002e+00,-1.158193536048127470e+00,-2.729325855906800768e+00,3.076520043417425021e-01
3.020476344002545499e+00,5.255460708733547648e+00,-3.150537986306332527e+00,-6.243365119259973450e-02
5.267334708177002334e+00,3.211346328482957979e+00,-1.178199427755612483e+00,3.243827650957200603e-01
5.491236708765615759e+00,3.801116627216165611e+00,-2.391439558066086768e+00,-4.114896864214438454e-01
5.045041748866484710e+00,3.553175753667256132e+00,-2.024037870926575167e+00,-3.793136827282109769e-01
3.885209663568590432e+00,1.568949142620035708e+00,-2.084276988507966166e+00,6.142404853299380770e-04
3.674647036865859917e+00,2.320104174299938649e+00,-1.277198517406654243e+00,1.001688546129501090e-01
3.999104644476697779e+00,5.257313026440181503e+00,-2.598565264564100641e+00,3.355993565748276453e-01
5.194997906124266152e+00,1.597631401395978479e+00,-1.836754698972870248e+00,-6.246859151881632710e-03
4.001164991410641747e+00,4.412401519411119466e+00,-2.732553560986119123e+00,-2.053980408621597920e-01
5.543993136713568859e+00,5.317116557076365879e+00,-1.031329379270450541e+00,-1.967487083873889486e-01
5.358209708289660256e+00,2.790725424406728550e+00,-1.578671792490670356e+00,-5.906152267135091408e-03
3.108321395529526576e+00,2.752738765873244731e+00,-3.939922624348770608e+00,2.148265354757590909e-02
5.340959292895542276e+00,5.812841842125830993e+00,-1.177996366483361701e+00,-2.759957551102897311e-01
5.985507960036866137e+00,7.194713181767404819e-01,-3.087903242729309383e+00,2.202893291435456813e-01
4.192356368128390187e+00,-6.433462506425211558e-01,-3.189277067793010900e+00,6.935337759351127840e-01
4.337706473858442990e+00,-2.220705320744347233e+00,-1.510188585044050846e+00,3.410935768202079388e-02
4.809301431696601625e+00,3.813415202431773565e-01,-2.792193367709669971e+00,8.679929163412687387e-01
4.932297677052985385e+00,4.560672037585193905e+00,-3.146643182076106271e+00,-1.474939515393352274e-01
4.234288560228549159e+00,4.740166370137256280e+00,-1.314301890649846261e+00,-6.255912698736306420e-03
3.605335436745117583e+00,2.077147458954272885e+00,-3.670287670711985584e+00,-1.873161549305767393e-01
5.417232931293954223e+00,5.455417623115414116e+00,-3.523577766323481519e+00,4.781743448426235554e-01
5.192183803107873530e+00,3.744866752686272449e+00,-2.923101950019457718e+00,-7.131356176596852503e-01
3.093305535924122829e+00,3.227768609162076530e+00,-3.323763509501011626e+00,4.729349273455254327e-02
5.040686398065304274e+00,5.826796026210663726e+00,-3.166352007050347250e+00,8.494481326749534489e-01
3.374740122991626734e+00,-2.550179057680884487e+00,-2.419378309358453549e+00,-1.439155215846963931e-01
3.702805607334096472e+00,3.018391549618867131e+00,-1.654605773110940259e+00,-4.421462741427765325e-02
5.546743929340378187e+00,3.600233020474075118e-02,-1.230203505913807671e+00,-2.242184598074472290e-01
3.191575568483056013e+00,-2.417596265298896707e+00,-3.974242296120323203e+00,-2.518721797899022702e-02
5.111131320788832255e+00,1.245683232579962052e+00,-2.671309171565374729e+00,2.624022625687000287e-01
5.970946883347066247e+00,5.896523591972485434e+00,-3.836175096810355178e+00,2.185955816536456764e-01
4.162952817242374870e+00,1.725679839804751481e+00,-3.289826834208365636e+00,-1.301173793440514870e-01
5.593339962867007742e+00,5.167803613438884724e+00,-3.722271239876373539e+00,2.340373791703484196e-01
5.572342507817106494e+00,3.188347854941166126e+00,-3.278901025644503697e+00,-6.456252903802771614e-01
5.992682647032573584e+00,5.289783075984697547e+00,-1.947828409946886108e+00,5.756139216660477453e-02
3.418637376357621882e+00,-2.107078217699900335e+00,-3.435652188876324065e+00,-1.337515428899254677e-01
3.451083010152891539e+00,9.606305739639688923e-01,-2.401974258303800180e+00,1.289235217818208989e-01
3.874725168672632503e+00,-1.669890270564253321e+00,-2.524845004851369978e+00,-5.400785454702466959e-02
4.390663582028635048e+00,-1.825870940318417901e+00,-3.353666528555281801e+00,-2.340087468051728348e-01
3.355920611571548307e+00,-1.247968063320072929e+00,-1.238893158231105573e+00,-2.198662791760515670e-02
4.550777496293996194e+00,-7.544972098823121698e-01,-2.310138657641425119e+00,4.845456452661312530e-01
5.942790648698538902e+00,1.603321874656518098e+00,-3.085844157219964856e+00,-1.084016975788279664e-02
4.881826811741182937e+00,-1.210265309289585201e+00,-3.036313081393748892e+00,3.457941346775315061e-01
4.861052413978664610e+00,-1.038021739108646369e+00,-1.352716590042381650e+00,-1.086801868084747574e-01
4.388721658876897358e+00,-1.842006838389069756e+00,-1.051174457592456868e+00,1.261179451305972365e-01
4.997631023430703756e+00,1.330518606958689176e+00,-3.085468444879113648e+00,2.279972042928945231e-01
3.751551565448346892e+00,2.454467398850748161e+00,-2.523186883364641364e+00,-3.608294441346504011e-01
4.181669501346942042e+00,7.796610044263641015e-01,-1.680204530426460341e+00,6.696933035101126919e-02
5.478115386727740344e+00,3.485317431352358497e+00,-1.902751675353633765e+00,-2.211869728486120512e-01
3.489642318311090285e+00,-3.309018170401025749e+00,-1.114851092734375548e+00,1.480748774657590638e-01
5.195617837957504648e+00,-3.617552841822893939e+00,-3.856756230002362340e+00,-5.942335057239610530e-01
5.331807344215469868e+00,-2.533291574262571455e+00,-3.826710889332558985e+00,-5.173875718722128481e-01
5.414697504303075171e+00,2.349758875537160563e+00,-2.709745279569357734e+00,-4.870528023665160466e-01
4.656004124609966155e+00,3.736591118320288452e+00,-1.905285196063383424e+00,-2.714381225645269846e-01
3.444188480527697216e+00,5.423334228458509543e+00,-3.057756747581873658e+00,1.937764308390062251e-01
4.473940406699794536e+00,4.837267842033673659e+00,-2.704325474158059794e+00,1.096428747988349162e-01
5.798938124286841855e+00,-2.980686897008286707e-01,-2.898721380718038976e+00,4.319538327614040885e-01
4.269825973858344170e+00,3.423893465797314128e+00,-2.619963833799261010e+00,-7.524660998484560270e-01
3.466565562071171058e+00,3.966268306211659933e-01,-3.380475341681743018e+00,2.861341063860228240e-01
5.758710945468706655e+00,3.404450008158470098e+00,-3.652397990039324860e+00,-4.218321511863388773e-01
3.753329660509426624e+00,2.543771794915272721e+00,-2.307962530716533678e+00,-3.190815724312511259e-01
5.021446281695790326e+00,3.724896219274970832e+00,-1.361539197902315479e+00,1.651692915894395763e-01
5.313543519070812238e+00,4.426433278756368495e+00,-2.693177626360526489e+00,-2.096239761528319590e-01
4.573972082531152950e+00,-3.311121126572369455e+00,-1.850802107189792878e+00,-2.697940899887961708e-01
3.488601100638329733e+00,4.100287888659131852e+00,-3.216688995372053217e+00,-1.948587644498442628e-01
3.024629718498204056e+00,-2.670998453476336465e+00,-2.900575028574361891e+00,1.010050295509508228e-01
4.352296721245241251e+00,4.502203362490680760e+00,-3.132663961113149487e+00,-1.952522925619626371e-01
5.703955494215771083e+00,3.164378068474356098e-01,-1.409376229712629769e+00,-8.360688597548611434e-02
5.987583762337401971e+00,2.717181588583276408e+00,-1.908741591604637300e+00,-8.801647568876252992e-02
3.861241691722673508e+00,1.215592829817932596e+00,-3.590447087716451158e+00,2.065233877584745636e-01
5.943305559098311264e+00,-3.249157021691448932e+00,-1.795017178465767582e+00,-7.369617448002040161e-02
5.391067802538222153e+00,-2.710509785576374675e+00,-2.879730753599050175e+00,-6.830813277910191550e-01
4.659036561388876230e+00,-2.759807521669633612e+00,-1.805324875679709784e+00,-2.153461675088898242e-01
4.410413818124631291e+00,1.825094661856705436e+00,-2.985717493623367691e+00,-2.372712551662291836e-01
5.720912929183369577e+00,5.592878003712637991e+00,-3.080090665528919747e+00,4.102775846076481270e-01
5.833346401957356875e+00,-1.873918169179594528e+00,-1.672523159193586739e+00,-1.318081446879211353e-02
5.127712826770388865e+00,-2.479722799187764615e+00,-1.266829798517671080e+00,2.160343867200296697e-01
3.509631198335852353e+00,2.320380475337943338e+00,-1.112178960063764155e+00,1.085232380649060746e-01
4.910531418476159260e+00,2.830614725212452498e-01,-1.046654657488909734e+00,-4.711512682644362626e-01
3.347619710527720116e+00,-1.884055976559127821e+00,-1.364773038180876696e+00,1.289630186003227000e-02
5.763074874516336266e+00,-1.327523940731053287e+00,-3.241632188996071307e+00,1.191130107023145590e-01
4.572445942589220103e+00,-2.628365696243203153e+00,-1.714753824154929607e+00,-1.237561746765212939e-01
5.907019120188007122e+00,5.398622154383465599e+00,-1.643951885687646275e+00,1.701307234782193506e-02
5.619392784858402656e+00,3.307597520717697748e+00,-3.704414503830586014e+00,-5.139121690025778566e-01
3.724855984486611149e+00,8.860008804338281863e-01,-3.059271459214703892e+00,3.471781265011412709e-01
5.279517819771117004e+00,-3.596006221026618377e+00,-1.793197402171433197e+00,-1.671612323127245614e-01
4.460519634534284350e+00,2.043675334052202253e+00,-1.444667047568979346e+00,5.548583196935409634e-02
4.544405223739054200e+00,5.396041727272606892e+00,-2.733252396105582793e+00,5.715373891406239082e-01
4.249017989683799179e+00,-1.567606757841272014e+00,-2.849122145795595085e+00,2.732063135987825020e-03
3.601280508938499381e+00,-3.926548042426786900e+00,-2.720340900187999011e+00,-2.864214907813896760e-01
3.880531807325498406e+00,-2.968746034444552429e+00,-2.695848271110164340e+00,-5.986408641430659427e-01
3.420176582302371759e+00,4.119708818190826349e+00,-2.762029192541932687e+00,-1.426752417582974608e-01
3.711351701907432243e+00,-2.015177789535225195e-01,-2.457141273431273643e+00,4.094741033310250744e-01
3.550577643702159669e+00,-2.520817571262324641e+00,-1.365180649884328190e+00,6.604540351206661386e-02
3.341000506275728643e+00,9.003141745629434922e-01,-3.011412009833805303e+00,1.220438199612138286e-01
3.037645893204124814e+00,4.534614733866757064e+00,-2.631544294528154637e+00,1.601337400335138897e-02
5.858134492053867604e+00,5.541654433974242622e+00,-1.865903624789765125e+00,8.844349111022449528e-02
4.626195978486284943e+00,-2.645325301016310249e+00,-2.770985883676575501e+00,-8.166209896890619380e-01
4.769502500450079729e+00,1.413605007812626546e+00,-2.835940081051090633e+00,1.490456272574952334e-01
3.791999137703576217e+00,1.261609173367479464e+00,-3.950386624322684170e+00,1.271990420103288333e-01
5.985484146501607761e+00,5.770924161492974491e+00,-1.166437027580919050e+00,-1.005889196243090755e-01
5.000546023207478541e+00,-1.100335005232722985e+00,-2.659910059545556038e+00,3.851566264552847563e-01
5.658738533773282064e+00,-1.631557233215218172e+00,-2.875343708529118913e+00,-3.425099775391745455e-02
4.282437489294533606e+00,3.819793656374129931e+00,-3.145605217940541376e+00,-7.078240919818481469e-01
4.136601303283171660e+00,6.496864270426900845e-01,-1.711632390164912199e+00,9.375169522542999012e-02
5.266516812954303184e+00,-1.729189017884236179e-01,-3.908090311050411714e+00,6.034166753633553038e-01
5.151324606614952728e+00,2.335976561692891806e+00,-2.147228851617088541e+00,-3.417407073905194825e-01
4.676406764372465830e+00,-2.569097925860770459e+00,-2.444529612336657998e+00,-6.440601433936075093e-01
4.134410151988772597e+00,-2.446682057424701462e+00,-3.287359223288220722e+00,-6.365228319134609292e-01
5.932277487578458519e+00,1.356983573922294184e+00,-1.602340214258092033e+00,2.300413901602306119e-03
3.920474590087543287e+00,-4.537463200952704945e-01,-2.989737311357616001e+00,6.241345694496223118e-01
5.488165962817108223e+00,1.211087093927448954e+00,-2.372474974505264012e+00,1.805553531305153780e-01
4.722910811882515603e+00,2.663400256509159014e+00,-3.972245583401554647e+00,-5.987126805535474272e-01
5.204155935803640887e+00,5.823239260328252342e-01,-2.672817430119382109e+00,6.567957029963809035e-01
3.406739661170385958e+00,5.177892054381414866e+00,-3.254038108516734695e+00,1.168846686500842336e-01
4.793204785119264066e+00,3.848158596050901714e+00,-1.296325807512800132e+00,2.054770155181380453e-01
3.007327153514855134e+00,4.585994976250141519e+00,-1.242057221647089094e+00,-5.447898163606082304e-03
5.030170411543864795e+00,-3.157030415037064941e+00,-3.541500370391770680e+00,-8.748742339306236904e-01
3.530720216167307246e+00,-1.857598987461176243e+00,-3.601647856435873152e+00,-9.616354005805974325e-02
5.019967216601283866e+00,5.693756750295879243e+00,-2.714712968237582125e+00,7.211525409316679180e-01
3.668763956015713923e+00,-2.810358858808747584e+00,-2.036707857199715477e+00,-2.137218024285466034e-01
5.764560116634959819e+00,5.408034644930021173e+00,-2.854643887156893101e+00,3.046870469656300373e-01
3.426418341973341608e+00,-1.029544877786636725e+00,-1.990357570564657230e+00,5.897292843337528095e-02
3.879913696992735250e+00,-2.049583058366697408e-01,-3.014006836103625631e+00,6.536038240341677241e-01
4.094665251189611332e+00,4.941612700221481802e+00,-3.854979895247907962e+00,1.400622136010841179e-01
5.390777721691316415e+00,5.510751135275381074e+00,-3.170594898060564049e+00,5.573988947803385496e-01
4.761778568953266344e+00,-3.498652997748682214e+00,-2.252160646362497687e+00,-5.894077934706878352e-01
5.941275961276419437e+00,3.332610993407779887e+00,-3.163327768468567669e+00,-3.291103828551706356e-01
5.689557323102249597e+00,5.113668113915757374e+00,-1.968940414381126658e+00,8.470982269083171534e-02
3.867755306180940877e+00,1.398347408001312075e+00,-2.816634049359503678e+00,1.079770970266246688e-01
3.384029552887708903e+00,4.410812430235854009e+00,-2.061143935326521515e+00,-3.358065669649689527e-02
4.617509511591224580e+00,-6.119650066793589360e-01,-2.947793265188228595e+00,7.995851853009504628e-01
3.256769679092718306e+00,-2.786985758587171347e+00,-3.489599418518691820e+00,-1.013119230215137473e-01
5.664089186997914638e+00,5.723025289585148556e+00,-1.588702786700022074e+00,8.802563637398102409e-03
3.585383388563387452e+00,4.483502903129986450e+00,-1.510147486396638872e+00,5.904792625216295256e-03
3.982604855656540543e+00,-1.665590755059268346e+00,-3.534845942451142253e+00,-6.516127474777751172e-02
4.061732323864115202e+00,6.494225070065340333e-01,-3.306651914142493265e+00,6.250978881681449328e-01
4.014230565432731268e+00,5.981515458593287704e+00,-2.562737397092670122e+00,6.122763276840682556e-01
5.267480147340269703e+00,4.923475236867069782e-02,-3.780307674127083573e+00,6.814877834625857611e-01
5.219577902549107584e+00,-3.568208201968260163e+00,-1.483874301726237910e+00,6.908268222177843532e-02
5.243715191859224412e+00,3.995956336835551070e-01,-3.987283525293602082e+00,5.267350763913065670e-01
5.442039437997707729e+00,1.437434784462030990e+00,-3.003241238567395222e+00,9.816721425169579185e-02
5.483080548911376084e+00,-3.590278664444445766e+00,-3.861605470180956345e+00,-4.859740984819284071e-01
4.324668045920538439e+00,1.489322718973569160e+00,-3.146084146891881428e+00,7.534189902674201522e-02
5.628138917660768570e+00,5.804566440423780449e+00,-3.187834827592688658e+00,5.401637623158981327e-01
5.136072434723093494e+00,-9.112014683444389362e-01,-1.944317198645992839e+00,2.038357993112231981e-01
4.292870355891710510e+00,4.802154476337666011e+00,-2.803291114869636225e+00,7.723094116325664171e-02
4.107545837575273140e+00,-1.813158802189876795e+00,-2.698628972398846138e+00,-1.783653688240912361e-01
5.280608060929123049e+00,3.969114917850602886e+00,-1.253328371250157502e+00,1.780464880130827598e-01
5.849073533644257417e+00,4.907198007700857900e+00,-1.065392531977351620e+00,-3.942052553679931820e-02
4.212952001880981179e+00,3.630532342517314603e+00,-2.286418796981713797e+00,-5.084647769984084187e-01
4.455686358782642742e+00,-1.457372859719790803e+00,-2.292525902746103128e+00,7.232625082459538668e-02
4.145767996725148841e+00,-7.038557459747085687e-01,-3.845933322084296169e+00,4.901522529149439089e-01
3.989864032630593638e+00,-1.578810682462203907e-01,-2.124890847742714861e+00,3.897939137021212419e-01
5.958964183843281859e+00,-1.040528403757178921e+00,-2.476556625913499232e+00,1.267857800167837834e-01
4.949529894301441857e+00,5.664287658368104772e+00,-2.876539284451849809e+00,7.640749013465296668e-01
4.327392617629841176e+00,4.799446433979925430e+00,-3.140985415810845893e+00,8.058293583121363401e-02
4.302481572090087525e+00,2.110122597705104575e+00,-1.747125803109646824e+00,-8.262388248161214865e-02
5.643503065403706387e+00,5.700263924903104851e+00,-1.765269915261478140e+00,9.630823045666751792e-02
3.316775978765473365e+00,-1.650255209984163862e+00,-2.584896588725786426e+00,-1.174532360087545552e-02
5.131503109279321961e+00,1.452747163569092947e+00,-2.309341922582067941e+00,7.242542299714561926e-02
5.551123572026512853e+00,-1.060218440213765767e+00,-2.731446507192708317e+00,2.995465221061353600e-01
4.683502463332445132e+00,1.497644356740655880e+00,-1.051430420448272951e+00,-3.625999335225198184e-02
4.490858335903441301e+00,5.178254427836767704e+00,-2.788817911524129389e+00,4.112323065657410015e-01
5.060528989723070303e+00,1.881230271039519231e+00,-2.262275378793134450e+00,-1.831066265856771957e-01
5.253315579964297655e+00,-3.371846007356385844e+00,-1.986279449218999016e+00,-3.368746422094676118e-01
3.732231104318826098e+00,4.803086208636521803e+00,-2.945677767237008027e+00,4.947438563421344832e-02
5.426244878958094375e+00,-2.790309574039623097e+00,-3.741547795334866144e+00,-5.857462889831255293e-01
4.774702294952095194e+00,2.944048067346532349e+00,-2.315836823339518791e+00,-6.635251182527077685e-01
5.394174559461554885e+00,4.254046644222723828e+00,-1.728327390729769597e+00,-5.389610383898572193e-02
5.905331599179192814e+00,-3.489477949227317133e+00,-3.222557185175056738e+00,-3.456900198503208288e-01
4.385808329016262164e+00,6.009201373924382139e-01,-3.846680252476827988e+00,5.949417805373677925e-01
5.725226040629726398e+00,-3.917369787760498490e+00,-2.262872967340531893e+00,-2.411945858398286124e-01
4.169923054216695846e+00,-3.852612322463841998e+00,-3.982833862735518426e+00,-4.325302389183262042e-01
5.143398654146885463e+00,4.183724461598497868e+00,-1.312468476099991843e+00,1.170670488040540941e-01
4.959107110800834661e+00,2.705407027854159985e+00,-3.757258103029608165e+00,-7.175442751992121559e-01
3.969523890200865601e+00,-1.024993521615117142e+00,-3.027954059219092109e+00,3.798718197294420618e-01
5.120119044265077690e+00,-1.516957713699294885e+00,-1.564555214364707236e+00,-3.083166056212096424e-04
5.367496187330910828e+00,7.155471076825143939e-01,-2.964291253995260611e+00,5.891088828327794014e-01
3.245086869651713002e+00,3.420184883943170107e+00,-2.314942542992197261e+00,-6.727807439446049920e-02
3.861110899297915289e+00,4.054060891031207703e+00,-2.444985448386674420e+00,-3.092537011897452115e-01
4.955604259461665606e+00,4.087888426999382929e+00,-1.032222082229388160e+00,2.910696360913117009e-01
3.031677666000434090e+00,4.496654125933297053e-01,-1.974938960335478555e+00,-3.884702553012195358e-02
5.083829419709342545e+00,3.365324182527483110e+00,-2.385389359061623082e+00,-6.609443360674573942e-01
5.862172069830421606e+00,5.987457000960151987e+00,-2.408835893575806963e+00,2.906019734669779142e-01
4.145794029000589020e+00,5.700002442640954570e+00,-3.677544510757503105e+00,6.055247745846560337e-01
4.945953107110529601e+00,5.068495747745883406e+00,-3.570096222240509043e+00,3.084977347494214373e-01
5.104270732656967624e+00,-3.663470669572761018e+00,-1.646567104261797088e+00,-6.064703111138579350e-02
4.733130063825202072e+00,3.274440079854636920e+00,-1.589432578698172449e+00,-1.846700111389763810e-02
5.189861322356849271e+00,-3.696161150815064467e+00,-1.655833886840899272e+00,-6.413015618738182599e-02
3.311809266554321951e+00,4.990225329250700170e+00,-2.816271425580151977e+00,4.402417178270714299e-02
3.839754688988721298e+00,-3.323374384146258187e-01,-3.180148290956759993e+00,6.071861526267426923e-01
3.188924607778258924e+00,6.328378674896573131e-02,-3.848981659186496707e+00,3.588976543399781394e-02
3.451005710079198874e+00,4.456631823174129536e+00,-1.638457767439193358e+00,-5.208100321566202714e-03
5.512094768153051660e+00,5.759782763697112173e+00,-3.325162466886796953e+00,5.934750544012851181e-01
5.000451115405324387e+00,-9.525939673496992555e-01,-3.643517939488241986e+00,4.871505875370144567e-01
5.609908091144692577e+00,3.864908399181706145e+00,-3.520626843731654354e+00,-4.342470493577415547e-01
5.879352371795546262e+00,-4.238933863007008362e-01,-2.428669443543186812e+00,2.709372923407505351e-01
3.879004358000140318e+00,4.475794741867895610e+00,-2.516692242936378499e+00,-1.278168873856984078e-01
5.155195843873412009e+00,-2.637421362696895422e+00,-2.565644269127875354e+00,-6.635002943521013385e-01
5.179107323038889099e+00,-9.855858189385555690e-01,-1.452681069714918838e+00,-5.813065972492510725e-02
5.247343240679393617e+00,1.525886238777149018e+00,-1.315706548288157141e+00,-9.745779528403228711e-03
5.279768636439157170e+00,7.338975501444284788e-01,-1.958487538744397405e+00,2.367429293750132890e-01
5.990900372440840727e+00,1.605863205718847553e+00,-3.604062169790125392e+00,-9.040940276442387125e-03
3.095342801255896337e+00,6.005440378883317720e-01,-2.349920623258147323e+00,-2.680201765308583978e-02
3.315770952707816743e+00,3.944624896859561858e+00,-1.404535167207991542e+00,1.991929385029583138e-02
5.795059104589215693e+00,3.737681986548664348e+00,-1.052749943698294555e+00,1.921767122325403199e-01
5.768457271158180966e+00,4.708546731785149930e+00,-2.412098520969107707e+00,-1.410155568608737744e-03
3.678129988682328211e+00,2.892444457980192674e+00,-1.485550242707982971e+00,4.217805075708410539e-02
3.737755545046150818e+00,2.835388714371935848e-01,-2.938436297117122731e+00,5.279668540689491651e-01
4.606281056209533986e+00,-2.160296415794835667e+00,-3.917252305010834323e+00,-3.946901482011638262e-01
4.340149304848916145e+00,-3.746968784017369103e+00,-3.718822742408584237e+00,-6.418687438954333579e-01
5.423285271039871347e+00,-2.928213150110714480e+00,-2.829618927461357458e+00,-7.048429431140362800e-01
5.130894415120002883e+00,3.227987053647574101e-02,-1.559158929253374293e+00,-1.062728006785262566e-02
3.682618340859375117e+00,2.178166317892918258e+00,-2.845052528347043364e+00,-2.810955222993466451e-01
3.600961169524834471e+00,1.740601490520019112e+00,-2.165266350857886657e+00,-4.196451336890327094e-02
3.033231003783662949e+00,-3.862068101066454595e+00,-3.213339083597687829e+00,8.106456381096220631e-02
5.128313164520162282e+00,-2.386136460132675996e+00,-1.779429080051215362e+00,-1.379219338503091252e-01
3.883437591580245929e+00,3.179182005499292529e-01,-3.852598637967808770e+00,4.862888964773717237e-01
4.345930522753484126e+00,-3.208690571154918292e+00,-2.780133649435809318e+00,-8.713094742860639785e-01
5.050977154760130539e+00,4.107409858041854989e-02,-1.761707723674110770e+00,1.788294981255381666e-01
5.025308195377180098e+00,5.001657410369274359e+00,-2.543796791317261441e+00,2.243325196025222623e-01
4.587142228992453497e+00,1.193277319293340355e+00,-1.962168422692047276e+00,1.395095154313073793e-01
5.146209820660416767e+00,-1.408921791673916069e+00,-1.885105304769203904e+00,4.521112251513640518e-02
4.762936019164671464e+00,4.169582838673349556e+00,-3.315792523521802426e+00,-5.080734899307212116e-01
3.497286649620608312e+00,5.606696913996531251e+00,-1.196258334134532753e+00,-9.934454591736092965e-02
3.881559102053568466e+00,-1.697101920360862604e+00,-1.628838149371249600e+00,-4.927127817625993715e-03
5.803451593743963244e+00,4.637569886398505759e+00,-2.995408108530694058e+00,-3.413204214420812593e-02
5.252037826491303463e+00,-1.868550470723953083e+00,-2.576797008575263170e+00,-2.125955383939571175e-01
5.837461678712044133e+00,5.768329925119518364e+00,-3.020441151162194693e+00,3.724730628143611555e-01
5.589448783386255393e+00,3.546431956554920717e-01,-2.144288848161028493e+00,3.253374779088600843e-01
4.839495631087434191e+00,4.055082964331013784e-02,-2.793502481589751341e+00,9.316759817436012225e-01
4.688804934052910767e+00,3.794422472996481943e+00,-2.366115554700581214e+00,-5.670902423625940880e-01
4.705681332482442691e+00,2.374755681748155212e+00,-2.366121793036106702e+00,-5.142121165552538953e-01
3.031004338004740895e+00,-2.332302139737292279e-01,-2.461098916479877108e+00,-8.345848718597149996e-02
4.237355331790230828e+00,5.052693768077977765e+00,-1.975448099228385157e+00,1.168568637065334898e-01
5.829191568605782692e+00,-6.785751914444126953e-01,-3.454452933930900471e+00,3.248307525026533082e-01
4.173991959090768589e+00,7.716314109959023781e-01,-1.017819877455543143e+00,-3.232078180738942597e-01
4.365632486045281979e+00,1.931089846752443329e+00,-1.698888284534125326e+00,-4.235479002154481781e-02
4.922627317890684751e+00,-1.649312767610422448e+00,-1.823118564396644548e+00,-1.915059038355753501e-02
3.232771598021440873e+00,1.783309178940080564e+00,-1.175897036735950252e+00,7.388280367622923096e-03
5.629005976646618059e+00,-2.835643802151602610e+00,-3.299177814135182185e+00,-5.730602525712770179e-01
3.301120908361566464e+00,1.799382930073315734e+00,-2.285323400388547199e+00,-2.358684413061977805e-02
5.028262182532736269e+00,2.424835519694367392e+00,-3.719154491267875784e+00,-6.003977350409791525e-01
5.762078311526920515e+00,-3.647107796213397535e+00,-1.308367935461168141e+00,1.129992506220204168e-01
3.840404302576942541e+00,-2.627856081836429158e+00,-3.601629372362613601e+00,-5.020190020377289786e-01
3.569720752196562152e+00,2.009433335019501499e-01,-3.432069659368748749e+00,3.897723137116462233e-01
5.658528709855564998e+00,2.907384865954221631e+00,-2.999610042125864684e+00,-5.631281819929111476e-01
5.419710473943712969e+00,-9.258739985654758087e-01,-3.830100944334211110e+00,3.528364592748092776e-01
5.962768091656222680e+00,1.560201653170045333e+00,-2.996721097274363199e+00,3.301907741615515285e-03
5.943430445396240103e+00,4.537663241883423737e+00,-2.909932080869149118e+00,-5.638498905208436107e-02
4.657087063920820391e+00,-2.170079739273110597e+00,-3.978889081498889979e+00,-3.770398912135098923e-01
5.190551295074845584e+00,-1.320824841766437885e+00,-1.723338132913412313e+00,3.337314633634518024e-02
4.773398674925196872e+00,3.318946521547101014e+00,-1.781425678035741367e+00,-2.054129375608888253e-01
4.883339715076333576e+00,5.419041403388796141e+00,-3.928308222205277644e+00,4.518296143691061251e-01
3.167082003362057918e+00,-1.042091384701488543e+00,-2.383208190887164513e+00,9.332665891788072612e-03
5.345471967020239745e+00,5.234015291271449044e+00,-2.663517366839801781e+00,3.566850668083606513e-01
3.237438853360326441e+00,5.910225275211343998e+00,-2.808576433305903564e+00,8.422423234118611712e-02
4.727426916712087035e+00,-1.284777862595674058e+00,-1.762164960667781166e+00,5.365671777096031603e-02
4.923987350396485496e+00,5.792401868556382283e+00,-1.746070851012779368e+00,1.503653226997682113e-01
4.289385443126226605e+00,5.814853484080748203e+00,-3.148352991095809905e+00,8.136547287730213629e-01
4.992051189484874030e+00,-2.629256947786516641e+00,-3.401629965247318310e+00,-8.095745885528964347e-01
5.363110450185399003e+00,5.767340288160516693e+00,-3.443517839265656910e+00,6.608071207671478708e-01
5.066832129429162279e+00,1.021564848896050925e+00,-2.475054607745750701e+00,3.847954567411886462e-01
4.420140703067395371e+00,-2.960835961125694915e+00,-3.019253636669083640e+00,-9.349567306881838569e-01
4.340474535616238860e+00,-2.221397148743578853e+00,-1.837471930934863273e+00,-1.486964864499838723e-01
5.046225749183902209e+00,1.308163040316240533e+00,-3.767023692664344114e+00,1.988601714607017290e-01
5.226625337426128226e+00,-2.836467473093883918e+00,-1.870828121076947959e+00,-2.454405250444434694e-01
5.778154772146503859e+00,5.782115762904746603e+00,-1.065888729012626435e+00,-2.052723149316069973e-01
3.946333103455219149e+00,3.299477887571907075e+00,-2.304119522946113552e+00,-4.763623972919519556e-01
3.867737363319934119e+00,5.884060638489645001e+00,-3.888076544911521104e+00,4.491130433373949904e-01
3.486877265302277262e+00,-2.213977233169492465e+00,-2.871904157325278817e+00,-1.956546294613320525e-01
4.670329396307787206e+00,-1.744416952728258252e+00,-1.641614030636747490e+00,-1.221270144098811697e-02
5.506752796672985895e+00,-3.113690961995599693e+00,-2.670790390707351136e+00,-6.242585920208069128e-01
3.938376887813771265e+00,-6.935881406502097946e-01,-1.001552576217854984e+00,-2.963882806008183435e-01
5.959112137935082210e+00,1.508750462752511901e+00,-3.788997155070111589e+00,1.574932621394848839e-02
4.329180590945201246e+00,2.324576263510426344e+00,-3.024240837339082333e+00,-6.303942118537887440e-01
5.383865954859657244e+00,2.069454123608886142e+00,-2.837724928929828305e+00,-3.572678669805370300e-01
4.121861797062816635e+00,-2.709242657532556553e+00,-3.591387342096980628e+00,-6.791972274816199251e-01
